filepath,testclass,testname,line number,assert string
tests\absolute_url_overrides\tests.py,AbsoluteUrlOverrideTests,test_insert_get_absolute_url,52,"self.assertEqual('/test-c/%s/' % obj.pk, obj.get_absolute_url())"
tests\absolute_url_overrides\tests.py,AbsoluteUrlOverrideTests,test_override_get_absolute_url,38,"self.assertEqual('/overridden-test-b/%s/' % obj.pk, obj.get_absolute_url())"
tests\absolute_url_overrides\tests.py,SimpleTestCase,_assert_contains,552,"self.assertEqual(response.status_code, status_code, msg_prefix + ""Couldn't retrieve content: Response code was %d (expected %d)"" % (response.status_code, status_code))"
tests\absolute_url_overrides\tests.py,SimpleTestCase,_assert_contains,571,"assert_and_parse_html(self, content, None, ""Response's content is not valid HTML:"")"
tests\absolute_url_overrides\tests.py,SimpleTestCase,_assert_contains,574,"assert_and_parse_html(self, text, None, 'Second argument is not valid HTML:')"
tests\absolute_url_overrides\tests.py,SimpleTestCase,_assert_form_error,664,"self.assertEqual(field_errors, errors, msg_prefix + failure_message)"
tests\absolute_url_overrides\tests.py,SimpleTestCase,_assert_raises_or_warns_cm,809,"self.assertIn(expected_message, str(getattr(cm, cm_attr)))"
tests\absolute_url_overrides\tests.py,SimpleTestCase,_assert_template_used,744,"self.assertTrue(template_name in template_names, msg_prefix + ""Template '%s' was not a template used to render the response. Actual template(s) used: %s"" % (template_name, ', '.join(template_names)))"
tests\absolute_url_overrides\tests.py,SimpleTestCase,_assert_template_used,752,"self.assertEqual(template_names.count(template_name), count, msg_prefix + ""Template '%s' was expected to be rendered %d time(s) but was actually rendered %d time(s)."" % (template_name, count, template_names.count(template_name)))"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertContains,595,"self.assertEqual(real_count, count, f'{msg_prefix}Found {real_count} instances of {text_repr} (expected {count}) in the following response\n{content_repr}')"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertContains,604,"self.assertTrue(real_count != 0, f""{msg_prefix}Couldn't find {text_repr} in the following response\n{content_repr}"")"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertFieldOutput,893,"self.assertEqual(required.clean(input), output)"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertFieldOutput,894,"self.assertEqual(optional.clean(input), output)"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertFieldOutput,897,self.assertRaises(ValidationError)
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertFieldOutput,899,"self.assertEqual(context_manager.exception.messages, errors)"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertFieldOutput,901,self.assertRaises(ValidationError)
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertFieldOutput,903,"self.assertEqual(context_manager.exception.messages, errors)"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertFieldOutput,907,self.assertRaises(ValidationError)
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertFieldOutput,909,"self.assertEqual(context_manager.exception.messages, error_required)"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertFieldOutput,910,"self.assertEqual(optional.clean(e), empty_value)"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertFieldOutput,914,"self.assertIsInstance(fieldclass(*field_args, **field_kwargs), fieldclass)"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertFormSetError,717,"self.assertEqual(formset.non_form_errors(), errors, msg_prefix + failure_message)"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertHTMLEqual,922,"assert_and_parse_html(self, html1, msg, 'First argument is not valid HTML:')"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertHTMLEqual,925,"assert_and_parse_html(self, html2, msg, 'Second argument is not valid HTML:')"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertHTMLNotEqual,942,"assert_and_parse_html(self, html1, msg, 'First argument is not valid HTML:')"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertHTMLNotEqual,945,"assert_and_parse_html(self, html2, msg, 'Second argument is not valid HTML:')"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertInHTML,954,"assert_and_parse_html(self, needle, None, 'First argument is not valid HTML:')"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertInHTML,957,"assert_and_parse_html(self, haystack, None, 'Second argument is not valid HTML:')"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertInHTML,975,"self.assertEqual(real_count, count, f'{msg_prefix}{msg}')"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertInHTML,977,"self.assertTrue(real_count != 0, f""{msg_prefix}Couldn't find {needle!r} in the following response\n{haystack_repr}"")"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertJSONEqual,1003,"self.assertEqual(data, expected_data, msg=msg)"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertJSONNotEqual,1020,"self.assertNotEqual(data, expected_data, msg=msg)"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertNotContains,624,"self.assertEqual(real_count, 0, f'{msg_prefix}{text_repr} unexpectedly found in the following response\n{content_repr}')"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertNotInHTML,986,"self.assertInHTML(needle, haystack, count=0, msg_prefix=msg_prefix)"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertRedirects,418,"self.assertTrue(response.redirect_chain, msg_prefix + ""Response didn't redirect as expected: Response code was %d (expected %d)"" % (response.status_code, status_code))"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertRedirects,428,"self.assertEqual(response.redirect_chain[0][1], status_code, msg_prefix + ""Initial response didn't redirect as expected: Response code was %d (expected %d)"" % (response.redirect_chain[0][1], status_code))"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertRedirects,441,"self.assertEqual(response.status_code, target_status_code, msg_prefix + ""Response didn't redirect as expected: Final Response code was %d (expected %d)"" % (response.status_code, target_status_code))"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertRedirects,454,"self.assertEqual(response.status_code, status_code, msg_prefix + ""Response didn't redirect as expected: Response code was %d (expected %d)"" % (response.status_code, status_code))"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertRedirects,497,"self.assertEqual(redirect_response.status_code, target_status_code, msg_prefix + ""Couldn't retrieve redirection page '%s': response code was %d (expected %d)"" % (path, redirect_response.status_code, target_status_code))"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertRedirects,508,"self.assertURLEqual(url, expected_url, msg_prefix + ""Response redirected to '%s', expected '%s'"" % (url, expected_url))"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertTemplateNotUsed,796,"self.assertFalse(template_name in template_names, msg_prefix + ""Template '%s' was used unexpectedly in rendering the response"" % template_name)"
tests\absolute_url_overrides\tests.py,SimpleTestCase,assertURLEqual,533,"self.assertEqual(normalize(url1), normalize(url2), msg_prefix + ""Expected '%s' to equal '%s'."" % (url1, url2))"
tests\admin_autodiscover\tests.py,AdminAutoDiscoverTests,test_double_call_autodiscover,13,"self.assertRaisesMessage(Exception, 'Bad admin module')"
tests\admin_autodiscover\tests.py,AdminAutoDiscoverTests,test_double_call_autodiscover,17,"self.assertRaisesMessage(Exception, 'Bad admin module')"
tests\admin_autodiscover\tests.py,SimpleTestCase,_assert_contains,552,"self.assertEqual(response.status_code, status_code, msg_prefix + ""Couldn't retrieve content: Response code was %d (expected %d)"" % (response.status_code, status_code))"
tests\admin_autodiscover\tests.py,SimpleTestCase,_assert_contains,571,"assert_and_parse_html(self, content, None, ""Response's content is not valid HTML:"")"
tests\admin_autodiscover\tests.py,SimpleTestCase,_assert_contains,574,"assert_and_parse_html(self, text, None, 'Second argument is not valid HTML:')"
tests\admin_autodiscover\tests.py,SimpleTestCase,_assert_form_error,664,"self.assertEqual(field_errors, errors, msg_prefix + failure_message)"
tests\admin_autodiscover\tests.py,SimpleTestCase,_assert_raises_or_warns_cm,809,"self.assertIn(expected_message, str(getattr(cm, cm_attr)))"
tests\admin_autodiscover\tests.py,SimpleTestCase,_assert_template_used,744,"self.assertTrue(template_name in template_names, msg_prefix + ""Template '%s' was not a template used to render the response. Actual template(s) used: %s"" % (template_name, ', '.join(template_names)))"
tests\admin_autodiscover\tests.py,SimpleTestCase,_assert_template_used,752,"self.assertEqual(template_names.count(template_name), count, msg_prefix + ""Template '%s' was expected to be rendered %d time(s) but was actually rendered %d time(s)."" % (template_name, count, template_names.count(template_name)))"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertContains,595,"self.assertEqual(real_count, count, f'{msg_prefix}Found {real_count} instances of {text_repr} (expected {count}) in the following response\n{content_repr}')"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertContains,604,"self.assertTrue(real_count != 0, f""{msg_prefix}Couldn't find {text_repr} in the following response\n{content_repr}"")"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertFieldOutput,893,"self.assertEqual(required.clean(input), output)"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertFieldOutput,894,"self.assertEqual(optional.clean(input), output)"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertFieldOutput,897,self.assertRaises(ValidationError)
tests\admin_autodiscover\tests.py,SimpleTestCase,assertFieldOutput,899,"self.assertEqual(context_manager.exception.messages, errors)"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertFieldOutput,901,self.assertRaises(ValidationError)
tests\admin_autodiscover\tests.py,SimpleTestCase,assertFieldOutput,903,"self.assertEqual(context_manager.exception.messages, errors)"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertFieldOutput,907,self.assertRaises(ValidationError)
tests\admin_autodiscover\tests.py,SimpleTestCase,assertFieldOutput,909,"self.assertEqual(context_manager.exception.messages, error_required)"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertFieldOutput,910,"self.assertEqual(optional.clean(e), empty_value)"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertFieldOutput,914,"self.assertIsInstance(fieldclass(*field_args, **field_kwargs), fieldclass)"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertFormSetError,717,"self.assertEqual(formset.non_form_errors(), errors, msg_prefix + failure_message)"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertHTMLEqual,922,"assert_and_parse_html(self, html1, msg, 'First argument is not valid HTML:')"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertHTMLEqual,925,"assert_and_parse_html(self, html2, msg, 'Second argument is not valid HTML:')"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertHTMLNotEqual,942,"assert_and_parse_html(self, html1, msg, 'First argument is not valid HTML:')"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertHTMLNotEqual,945,"assert_and_parse_html(self, html2, msg, 'Second argument is not valid HTML:')"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertInHTML,954,"assert_and_parse_html(self, needle, None, 'First argument is not valid HTML:')"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertInHTML,957,"assert_and_parse_html(self, haystack, None, 'Second argument is not valid HTML:')"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertInHTML,975,"self.assertEqual(real_count, count, f'{msg_prefix}{msg}')"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertInHTML,977,"self.assertTrue(real_count != 0, f""{msg_prefix}Couldn't find {needle!r} in the following response\n{haystack_repr}"")"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertJSONEqual,1003,"self.assertEqual(data, expected_data, msg=msg)"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertJSONNotEqual,1020,"self.assertNotEqual(data, expected_data, msg=msg)"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertNotContains,624,"self.assertEqual(real_count, 0, f'{msg_prefix}{text_repr} unexpectedly found in the following response\n{content_repr}')"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertNotInHTML,986,"self.assertInHTML(needle, haystack, count=0, msg_prefix=msg_prefix)"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertRedirects,418,"self.assertTrue(response.redirect_chain, msg_prefix + ""Response didn't redirect as expected: Response code was %d (expected %d)"" % (response.status_code, status_code))"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertRedirects,428,"self.assertEqual(response.redirect_chain[0][1], status_code, msg_prefix + ""Initial response didn't redirect as expected: Response code was %d (expected %d)"" % (response.redirect_chain[0][1], status_code))"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertRedirects,441,"self.assertEqual(response.status_code, target_status_code, msg_prefix + ""Response didn't redirect as expected: Final Response code was %d (expected %d)"" % (response.status_code, target_status_code))"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertRedirects,454,"self.assertEqual(response.status_code, status_code, msg_prefix + ""Response didn't redirect as expected: Response code was %d (expected %d)"" % (response.status_code, status_code))"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertRedirects,497,"self.assertEqual(redirect_response.status_code, target_status_code, msg_prefix + ""Couldn't retrieve redirection page '%s': response code was %d (expected %d)"" % (path, redirect_response.status_code, target_status_code))"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertRedirects,508,"self.assertURLEqual(url, expected_url, msg_prefix + ""Response redirected to '%s', expected '%s'"" % (url, expected_url))"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertTemplateNotUsed,796,"self.assertFalse(template_name in template_names, msg_prefix + ""Template '%s' was used unexpectedly in rendering the response"" % template_name)"
tests\admin_autodiscover\tests.py,SimpleTestCase,assertURLEqual,533,"self.assertEqual(normalize(url1), normalize(url2), msg_prefix + ""Expected '%s' to equal '%s'."" % (url1, url2))"
tests\admin_changelist\test_date_hierarchy.py,DateHierarchyTests,assertDateParams,28,"self.assertEqual(lookup_params['date__gte'], [expected_from_date])"
tests\admin_changelist\test_date_hierarchy.py,DateHierarchyTests,assertDateParams,29,"self.assertEqual(lookup_params['date__lt'], [expected_to_date])"
tests\admin_changelist\test_date_hierarchy.py,DateHierarchyTests,test_bounded_params,54,"self.assertDateParams(query, expected_from_date, expected_to_date)"
tests\admin_changelist\test_date_hierarchy.py,DateHierarchyTests,test_bounded_params_with_dst_time_zone,76,"self.assertDateParams({'year': 2019, 'month': month}, make_aware(datetime(2019, month, 1)), make_aware(datetime(2019, month + 1, 1)))"
tests\admin_changelist\test_date_hierarchy.py,DateHierarchyTests,test_bounded_params_with_time_zone,58,"self.assertDateParams({'year': 2017, 'month': 2, 'day': 28}, make_aware(datetime(2017, 2, 28)), make_aware(datetime(2017, 3, 1)))"
tests\admin_changelist\test_date_hierarchy.py,DateHierarchyTests,test_invalid_params,95,self.assertRaises(IncorrectLookupParameters)
tests\admin_changelist\test_date_hierarchy.py,DateHierarchyTests,test_invalid_params,97,"self.assertDateParams(invalid_query, None, None)"
tests\admin_changelist\tests.py,ChangeListTests,check_results_order,1381,"self.assertEqual(result.id, counter)"
tests\admin_changelist\tests.py,ChangeListTests,check_results_order,1441,"self.assertEqual(result.id, counter)"
tests\admin_changelist\tests.py,ChangeListTests,test_action_checkbox_for_model_with_dunder_html,388,"self.assertNotEqual(table_output.find(row_html), -1, 'Failed to find expected row element: %s' % table_output)"
tests\admin_changelist\tests.py,ChangeListTests,test_blank_str_display_links,1085,"self.assertContains(response, '<a href=""/admin/admin_changelist/grandchild/%s/change/"">-</a>' % gc.pk)"
tests\admin_changelist\tests.py,ChangeListTests,test_builtin_lookup_in_search_fields,799,"self.assertCountEqual(cl.queryset, [concert])"
tests\admin_changelist\tests.py,ChangeListTests,test_builtin_lookup_in_search_fields,804,"self.assertCountEqual(cl.queryset, [])"
tests\admin_changelist\tests.py,ChangeListTests,test_changelist_search_form_validation,671,"self.assertEqual(1, len(messages))"
tests\admin_changelist\tests.py,ChangeListTests,test_changelist_search_form_validation,672,"self.assertEqual(error, messages[0])"
tests\admin_changelist\tests.py,ChangeListTests,test_changelist_view_list_editable_changed_objects_uses_filter,1332,"self.assertEqual(response.status_code, 200)"
tests\admin_changelist\tests.py,ChangeListTests,test_changelist_view_list_editable_changed_objects_uses_filter,1333,"self.assertIn('WHERE', context.captured_queries[4]['sql'])"
tests\admin_changelist\tests.py,ChangeListTests,test_changelist_view_list_editable_changed_objects_uses_filter,1334,"self.assertIn('IN', context.captured_queries[4]['sql'])"
tests\admin_changelist\tests.py,ChangeListTests,test_changelist_view_list_editable_changed_objects_uses_filter,1336,"self.assertIn(str(a.pk)[:8], context.captured_queries[4]['sql'])"
tests\admin_changelist\tests.py,ChangeListTests,test_clear_all_filters_link,1094,"self.assertNotContains(response, '&#10006; Clear all filters')"
tests\admin_changelist\tests.py,ChangeListTests,test_clear_all_filters_link,1113,"self.assertContains(response, link % href)"
tests\admin_changelist\tests.py,ChangeListTests,test_clear_all_filters_link_callable_filter,1119,"self.assertNotContains(response, '&#10006; Clear all filters')"
tests\admin_changelist\tests.py,ChangeListTests,test_clear_all_filters_link_callable_filter,1134,"self.assertContains(response, link % href)"
tests\admin_changelist\tests.py,ChangeListTests,test_computed_list_display_localization,957,"self.assertContains(response, formats.localize(event.date))"
tests\admin_changelist\tests.py,ChangeListTests,test_computed_list_display_localization,958,"self.assertNotContains(response, str(event.date))"
tests\admin_changelist\tests.py,ChangeListTests,test_custom_lookup_in_search_fields,816,"self.assertCountEqual(cl.queryset, [concert])"
tests\admin_changelist\tests.py,ChangeListTests,test_custom_lookup_in_search_fields,821,"self.assertCountEqual(cl.queryset, [])"
tests\admin_changelist\tests.py,ChangeListTests,test_custom_lookup_with_pk_shortcut,845,"self.assertEqual(CharPK._meta.pk.name, 'char_pk')"
tests\admin_changelist\tests.py,ChangeListTests,test_custom_lookup_with_pk_shortcut,856,"self.assertCountEqual(cl.queryset, [abc])"
tests\admin_changelist\tests.py,ChangeListTests,test_custom_lookup_with_pk_shortcut,861,"self.assertCountEqual(cl.queryset, [abcd])"
tests\admin_changelist\tests.py,ChangeListTests,test_custom_paginator,518,"self.assertIsInstance(cl.paginator, CustomPaginator)"
tests\admin_changelist\tests.py,ChangeListTests,test_deterministic_order_for_model_ordered_by_its_manager,1441,"self.assertEqual(result.id, counter)"
tests\admin_changelist\tests.py,ChangeListTests,test_deterministic_order_for_unordered_model,1381,"self.assertEqual(result.id, counter)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_inherited_m2m_in_list_filter,611,"self.assertEqual(cl.result_count, 1)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_inherited_m2m_in_list_filter,614,"self.assertEqual(cl.queryset.count(), 0)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_m2m_in_list_filter,539,"self.assertEqual(cl.result_count, 1)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_m2m_in_list_filter,542,"self.assertEqual(cl.queryset.count(), 0)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_m2m_to_inherited_in_list_filter,635,"self.assertEqual(cl.result_count, 1)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_many_to_many_at_second_level_in_search_fields,712,"self.assertEqual(cl.queryset.count(), 1)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_many_to_many_at_second_level_in_search_fields,715,"self.assertEqual(cl.queryset.count(), 0)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_non_unique_related_object_in_list_filter,653,"self.assertEqual(cl.queryset.count(), 1)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_non_unique_related_object_in_list_filter,656,"self.assertEqual(cl.queryset.count(), 0)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_non_unique_related_object_in_search_fields,689,"self.assertEqual(cl.queryset.count(), 1)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_non_unique_related_object_in_search_fields,692,"self.assertEqual(cl.queryset.count(), 0)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_through_m2m_at_second_level_in_list_filter,587,"self.assertEqual(cl.result_count, 1)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_through_m2m_at_second_level_in_list_filter,590,"self.assertEqual(cl.queryset.count(), 0)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_through_m2m_in_list_filter,562,"self.assertEqual(cl.result_count, 1)"
tests\admin_changelist\tests.py,ChangeListTests,test_distinct_for_through_m2m_in_list_filter,565,"self.assertEqual(cl.queryset.count(), 0)"
